PropertyID,BHKs,FloorArea,Bathrooms,Type_of_Sale,Furnishing_Status,Locality,Price_in_Lacs,Property_URL,Image_URL,Posted_On,Last_Modified_On
32043881,1,425,1,New,Unfurnished,New Town,15.5,https://www.magicbricks.com/propertyDetails/1-BHK-425-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata-r1&id=4d423332303433383831,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Jan/23/Photo_h180_w240/32043881_1_PropertyImage01516707330420_180_240.jpg,"May 04, '18",37:43.3
32881651,2,910,2,New,Unfurnished,Rajarhat,31.9,https://www.magicbricks.com/propertyDetails/2-BHK-910-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332383831363531,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/05/Photo_h180_w240/32881651_1_1HAPPYVILLE_180_240.jpeg,"Apr 30, '18",37:45.6
20874703,2,1210,2,New,Unfurnished,New Town,55.7,https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423230383734373033,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-69-Elita-Garden-Vista-Kolkata-5000794_475_800_310_462.jpg,"Apr 27, '18",37:45.6
34010589,2,999,2,New,Unfurnished,New Town,45.5,https://www.magicbricks.com/propertyDetails/2-BHK-999-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423334303130353839,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-40-Elita-Garden-Vista-Kolkata-5000794_1296_976_310_462.JPEG,"May 04, '18",37:45.7
31961599,2,962,2,New,Semi-Furnished,Rajarhat,39.4,https://www.magicbricks.com/propertyDetails/2-BHK-962-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423331393631353939,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-46-Unimark-Springfield-Kolkata-5074994_600_800_310_462.jpg,"Apr 11, '18",37:45.8
33528021,2,1050,2,New,Unfurnished,Rajarhat,46.2,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423333353238303231,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/04/Photo_h180_w240/33528021_1_GALAXIAPHASEII_180_240.jpg,"May 04, '18",37:45.9
28802031,2,620,2,New,Unfurnished,Rajarhat,40,https://www.magicbricks.com/propertyDetails/2-BHK-620-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238383032303331,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-2-Ascon-Era-Kolkata-5102853_467_800_310_462.jpg,"May 04, '18",37:45.9
32695393,2,669,2,New,Unfurnished,Rajarhat,29.1,https://www.magicbricks.com/propertyDetails/2-BHK-669-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332363935333933,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-5-Purti-Aqua-Phase-II-Kolkata-5113093_433_799_310_462.jpg,"Mar 29, '18",37:46.0
33364105,2,767,2,New,Unfurnished,Rajarhat,34.5,https://www.magicbricks.com/propertyDetails/2-BHK-767-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423333333634313035,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-67-HIJIBIJI-Kolkata-5083373_600_800_310_462.jpg,"Apr 17, '18",37:46.1
29832067,2,803,2,New,Unfurnished,New Town,27.3,https://www.magicbricks.com/propertyDetails/2-BHK-803-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423239383332303637,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-26-Meena-Fortuna-Kolkata-5105851_600_692_310_462.jpg,"May 04, '18",37:46.2
29655241,2,1163,2,New,Unfurnished,Rajarhat,47.6,https://www.magicbricks.com/propertyDetails/2-BHK-1163-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423239363535323431,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-21-Belani-Zest-Kolkata-5099101_600_621_310_462.jpg,"May 04, '18",37:46.3
28889189,2,795,2,New,Unfurnished,Rajarhat,24.6,https://www.magicbricks.com/propertyDetails/2-BHK-795-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238383839313839,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-3-Prime-Kolkata-5099549_600_800_310_462.jpg,"Apr 17, '18",37:46.4
17113320,2,960,2,New,Semi-Furnished,Rajarhat,36.8,https://www.magicbricks.com/propertyDetails/2-BHK-960-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423137313133333230,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-25-Meena-Sparsh-Kolkata-5083717_480_1366_310_462.jpg,"Apr 22, '18",37:46.5
18617519,2,945,2,New,Unfurnished,New Town,45.4,https://www.magicbricks.com/propertyDetails/2-BHK-945-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423138363137353139,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-29-Dream-One-Kolkata-5083528_600_650_310_462.jpg,"May 06, '18",37:46.6
26469071,2,906,2,New,Unfurnished,Rajarhat,25.6,https://www.magicbricks.com/propertyDetails/2-BHK-906-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423236343639303731,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-90-Aashiyana-Kolkata-5070852_446_800_310_462.jpg,"Feb 02, '18",37:46.7
28759061,2,536,2,New,Unfurnished,New Town,15,https://www.magicbricks.com/propertyDetails/2-BHK-536-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423238373539303631,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-17-Evanie-Eco-Nest-Kolkata-5102597_446_800_310_462.jpg,"Apr 16, '18",37:46.9
33395879,2,1027,2,New,Unfurnished,Rajarhat,34,https://www.magicbricks.com/propertyDetails/2-BHK-1027-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423333333935383739,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-4-MountHill-The-RainForest-Kolkata-5034082_478_1009_310_462.gif,"Apr 25, '18",37:47.0
28054049,2,1250,2,New,Unfurnished,New Town,56.3,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata-r1&id=4d423238303534303439,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Jul/06/Photo_h180_w240/28054049_1_Project-Photo-9-Sunday-Kolkata-5072735_480_1366_180_240.jpg,"May 06, '18",37:47.1
33970133,2,835,2,New,Unfurnished,New Town,30.7,https://www.magicbricks.com/propertyDetails/2-BHK-835-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423333393730313333,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-59-Unique-Woods-Kolkata-5070171_450_1366_310_462.jpg,"May 04, '18",37:47.2
28536267,2,947,2,New,Unfurnished,Rajarhat,30.3,https://www.magicbricks.com/propertyDetails/2-BHK-947-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238353336323637,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Green-Island--Kolkata-5090846_450_1366_310_462.jpg,"May 03, '18",37:47.4
31132673,2,1050,2,New,Unfurnished,New Town,46.2,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423331313332363733,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Dec/08/Photo_h180_w240/31132673_6_19360839_6_idealaquaview(1)_180_240.jpg,"May 04, '18",37:47.6
20752865,2,1086,2,New,Unfurnished,Rajarhat,57.2,https://www.magicbricks.com/propertyDetails/2-BHK-1086-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423230373532383635,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-5-La-Bella-Kolkata-5001068_575_750_310_462.jpg,"May 02, '18",37:47.8
25872097,2,879,2,New,Unfurnished,New Town,43,https://www.magicbricks.com/propertyDetails/2-BHK-879-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423235383732303937,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-ECOS-Kolkata-5086180_600_750_310_462.jpg,"Apr 26, '18",37:48.0
28640171,2,917,2,New,Unfurnished,New Town,40.3,https://www.magicbricks.com/propertyDetails/2-BHK-917-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423238363430313731,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-7-Rohra-Address-Kolkata-5101471_600_621_310_462.jpg,"Apr 11, '18",37:48.2
32159465,2,1060,2,New,Unfurnished,New Town,54.1,https://www.magicbricks.com/propertyDetails/2-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423332313539343635,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Jan/29/Photo_h180_w240/32159465_10_Ext1_180_240.jpg,"May 05, '18",37:48.5
31213779,2,2380,2,New,Unfurnished,New Town,138,https://www.magicbricks.com/propertyDetails/2-BHK-2380-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423331323133373739,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/23/Photo_h180_w240/26581221_3_PropertyImage01524479898127_180_240.jpg,"May 05, '18",37:48.7
32564225,2,878,2,New,Unfurnished,Rajarhat,24.6,https://www.magicbricks.com/propertyDetails/2-BHK-878-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332353634323235,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/14/Photo_h180_w240/32564225_1_PropertyImage01521009794081_180_240.jpg,"Apr 27, '18",37:48.9
32237785,2,883,2,Resale,Unfurnished,Rajarhat,45,https://www.magicbricks.com/propertyDetails/2-BHK-883-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332323337373835,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/09/Photo_h180_w240/32237785_14_PICT_20180308_120236_180_240.JPG,"May 04, '18",37:49.1
32381963,2,1080,2,New,Unfurnished,New Town,72,https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423332333831393633,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Feb/15/Photo_h180_w240/32381963_3_5_180_240.jpg,"May 05, '18",37:49.2
30310795,2,879,2,New,Unfurnished,New Town,43,https://www.magicbricks.com/propertyDetails/2-BHK-879-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423330333130373935,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Oct/30/Photo_h180_w240/30310795_1_Project-Photo-52-ECOS-Kolkata-5086180_450_1366_180_240.jpg,"May 04, '18",37:49.4
20874758,3,1529,2,New,Unfurnished,New Town,70.3,https://www.magicbricks.com/propertyDetails/3-BHK-1529-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423230383734373538,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-28-Elita-Garden-Vista-Kolkata-5000794_1296_976_310_462.JPEG,"Apr 27, '18",37:51.9
34010607,3,1174,3,New,Unfurnished,New Town,52,https://www.magicbricks.com/propertyDetails/3-BHK-1174-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423334303130363037,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-64-Elita-Garden-Vista-Kolkata-5000794_600_800_310_462.jpg,"May 04, '18",37:52.0
31961661,3,1339,3,New,Semi-Furnished,Rajarhat,54.9,https://www.magicbricks.com/propertyDetails/3-BHK-1339-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423331393631363631,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-126-Unimark-Springfield-Kolkata-5074994_600_800_310_462.jpg,"Apr 11, '18",37:52.1
29304569,3,1551,2,New,Unfurnished,New Town,80.3,https://www.magicbricks.com/propertyDetails/3-BHK-1551-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423239333034353639,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Sep/08/Photo_h180_w240/29304569_2_ManiCasa1_180_240.jpg,"May 02, '18",37:52.2
28802049,3,854,2,New,Unfurnished,Rajarhat,51,https://www.magicbricks.com/propertyDetails/3-BHK-854-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238383032303439,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Ascon-Era-Kolkata-5102853_467_800_310_462.jpg,"May 04, '18",37:52.2
32464985,3,1444,2,New,Unfurnished,Rajarhat,59.2,https://www.magicbricks.com/propertyDetails/3-BHK-1444-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332343634393835,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Purti-Star-Kolkata-5000565_1296_972_310_462.JPEG,"Mar 29, '18",37:52.3
29832251,3,1189,3,New,Unfurnished,New Town,40.4,https://www.magicbricks.com/propertyDetails/3-BHK-1189-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423239383332323531,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-27-Meena-Fortuna-Kolkata-5105851_627_600_310_462.jpg,"May 04, '18",37:52.4
30722991,3,910,2,New,Unfurnished,Rajarhat,28.2,https://www.magicbricks.com/propertyDetails/3-BHK-910-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423330373232393931,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-1-The-Indiana-Kolkata-5110157_345_1366_310_462.jpg,"Apr 17, '18",37:52.5
23246729,3,1550,3,New,Unfurnished,New Town,74.6,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423233323436373239,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-11-Emami-Swan-Court-Kolkata-5095359_459_800_310_462.jpg,"Apr 30, '18",37:52.6
29655365,3,1541,3,New,Unfurnished,Rajarhat,61.1,https://www.magicbricks.com/propertyDetails/3-BHK-1541-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423239363535333635,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-24-Belani-Zest-Kolkata-5099101_600_621_310_462.jpg,"May 04, '18",37:52.7
28889329,3,1076,3,New,Unfurnished,Rajarhat,33.3,https://www.magicbricks.com/propertyDetails/3-BHK-1076-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238383839333239,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Prime-Kolkata-5099549_600_621_310_462.jpg,"Apr 17, '18",37:52.8
17113356,3,1250,3,New,Semi-Furnished,Rajarhat,50,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423137313133333536,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-25-Meena-Sparsh-Kolkata-5083717_480_1366_310_462.jpg,"Apr 22, '18",37:53.0
26469397,3,1184,2,New,Unfurnished,Rajarhat,33.8,https://www.magicbricks.com/propertyDetails/3-BHK-1184-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423236343639333937,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-85-Aashiyana-Kolkata-5070852_446_800_310_462.jpg,"Feb 02, '18",37:53.1
31743697,3,906,3,New,Unfurnished,New Town,25.4,https://www.magicbricks.com/propertyDetails/3-BHK-906-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423331373433363937,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-11-Evanie-Eco-Nest-Kolkata-5102597_446_800_310_462.jpg,"Apr 16, '18",37:53.3
17096770,3,1650,3,New,Unfurnished,New Town,90.7,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423137303936373730,https://img.staticmb.com/mbphoto/property/cropped_images/2015/Jul/13/Photo_h180_w240/17096770_3_RoadviewDay_lowres_180_240.JPG,"Apr 20, '18",37:53.4
28053839,3,2010,3,New,Unfurnished,New Town,90.5,https://www.magicbricks.com/propertyDetails/3-BHK-2010-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata-r2&id=4d423238303533383339,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Jul/06/Photo_h180_w240/28053839_1_Project-Photo-9-Sunday-Kolkata-5072735_480_1366_180_240.jpg,"May 06, '18",37:53.6
20111974,3,1233,2,New,Unfurnished,Rajarhat,39.5,https://www.magicbricks.com/propertyDetails/3-BHK-1233-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423230313131393734,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Green-Island--Kolkata-5090846_450_1366_310_462.jpg,"May 03, '18",37:53.7
31087903,3,1315,2,New,Unfurnished,Rajarhat,57.9,https://www.magicbricks.com/propertyDetails/3-BHK-1315-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423331303837393033,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Jan/11/Photo_h180_w240/31087903_2_K_180_240.jpg,"May 05, '18",37:54.0
20719773,3,1291,2,New,Unfurnished,Rajarhat,67.9,https://www.magicbricks.com/propertyDetails/3-BHK-1291-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423230373139373733,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-27-La-Bella-Kolkata-5001068_560_800_310_462.jpg,"May 02, '18",37:54.3
25872005,3,1145,3,New,Unfurnished,New Town,54.4,https://www.magicbricks.com/propertyDetails/3-BHK-1145-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423235383732303035,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-79-ECOS-Kolkata-5086180_600_800_310_462.jpg,"Apr 26, '18",37:54.6
28640215,3,1268,2,New,Unfurnished,New Town,55.7,https://www.magicbricks.com/propertyDetails/3-BHK-1268-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423238363430323135,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-7-Rohra-Address-Kolkata-5101471_600_621_310_462.jpg,"Apr 11, '18",37:54.8
30641111,3,1200,2,New,Unfurnished,Rajarhat,34.8,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423330363431313131,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Biswanath-Dham-Kolkata-5083436_479_800_310_462.jpg,"Nov 15, '17",37:55.0
32159641,3,1369,2,New,Unfurnished,New Town,69.8,https://www.magicbricks.com/propertyDetails/3-BHK-1369-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423332313539363431,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Jan/29/Photo_h180_w240/32159641_10_Ext1_180_240.jpg,"May 05, '18",37:55.3
31213621,3,2035,3,New,Unfurnished,New Town,94.7,https://www.magicbricks.com/propertyDetails/3-BHK-2035-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423331323133363231,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Dec/13/Photo_h180_w240/31213621_6_PropertyImage01513162418586_180_240.jpg,"May 04, '18",37:55.5
32564687,3,1541,2,New,Unfurnished,Rajarhat,63.2,https://www.magicbricks.com/propertyDetails/3-BHK-1541-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332353634363837,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Feb/16/Photo_h180_w240/32564687_6_ele_180_240.png,"May 03, '18",37:55.7
30104815,4,1755,3,New,Unfurnished,New Town,84.2,https://www.magicbricks.com/propertyDetails/4-BHK-1755-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata-r1&id=4d423330313034383135,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Oct/18/Photo_h180_w240/30104815_1_Greenwoodnest_180_240.jpg,"May 03, '18",37:57.8
34091149,4,1835,4,New,Unfurnished,New Town,89.7,https://www.magicbricks.com/propertyDetails/4-BHK-1835-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata-r1&id=4d423334303931313439,https://img.staticmb.com/mbphoto/property/cropped_images/2018/May/02/Photo_h180_w240/34091149_3_Swancourt_180_240.png,"May 04, '18",37:57.9
30954347,4,1815,3,Resale,Unfurnished,Rajarhat,82,https://www.magicbricks.com/propertyDetails/4-BHK-1815-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423330393534333437,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Site-Photos-25-Ideal-Enclave-Phase-II-Kolkata-5091055_972_1296_310_462.JPEG,"May 05, '18",37:58.0
33579791,4,4635,3,New,Unfurnished,New Town,231,https://www.magicbricks.com/propertyDetails/4-BHK-4635-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423333353739373931,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-57-Rohra-Heights-Kolkata-5074999_450_800_310_462.jpg,"Apr 06, '18",37:58.1
32581565,4,1980,4,Resale,Unfurnished,Rajarhat,80,https://www.magicbricks.com/propertyDetails/4-BHK-1980-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata-r1&id=4d423332353831353635,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-12-Ideal-Enclave-Kolkata-5000880_492_990_310_462.JPG,"Apr 30, '18",37:58.2
33269485,4,1835,3,New,Unfurnished,New Town,88.3,https://www.magicbricks.com/propertyDetails/4-BHK-1835-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423333323639343835,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-15-Emami-Swan-Court-Kolkata-5095359_459_800_310_462.jpg,"Apr 26, '18",37:58.2
33007977,4,2250,3,New,Unfurnished,New Town,146,https://www.magicbricks.com/propertyDetails/4-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423333303037393737,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/10/Photo_h180_w240/33007977_1_tata_avenida-newtown-kolkata-tata_housing_180_240.jpg,"May 06, '18",37:58.4
32865267,4,1755,3,New,Unfurnished,New Town,80,https://www.magicbricks.com/propertyDetails/4-BHK-1755-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423332383635323637,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/03/Photo_h180_w240/32865267_1_greenwood-nest-swimming-pool_180_240.jpeg,"May 05, '18",37:58.5
31446667,4,2225,4,Resale,Semi-Furnished,Rajarhat,135,https://www.magicbricks.com/propertyDetails/4-BHK-2225-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423331343436363637,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/05/Photo_h180_w240/31446667_1_IMG_20180404_160938_180_240.jpg,"May 04, '18",37:58.7
33462277,4,1766,3,Resale,Unfurnished,Rajarhat,70,https://www.magicbricks.com/propertyDetails/4-BHK-1766-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423333343632323737,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Mar/31/Photo_h180_w240/33462277_1_20180311_124950_180_240.jpg,"May 06, '18",37:58.9
32440359,4,3029,3,New,Unfurnished,Rajarhat,230,https://www.magicbricks.com/propertyDetails/4-BHK-3029-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332343430333539,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-1-One-Rajarhat-Kolkata-5099029_345_1366_310_462.jpg,"May 05, '18",37:59.1
33873473,4,1815,3,New,Unfurnished,Rajarhat,79.9,https://www.magicbricks.com/propertyDetails/4-BHK-1815-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423333383733343733,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/20/Photo_h180_w240/33873473_14_PropertyImage01524216392293_180_240.jpg,"May 06, '18",37:59.2
33644965,4,3322,4,New,Unfurnished,New Town,142,https://www.magicbricks.com/propertyDetails/4-BHK-3322-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423333363434393635,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/11/Photo_h180_w240/33644965_8_DI2_6501781_180_240.jpg,"May 05, '18",37:59.7
29613307,4,4525,4,New,Unfurnished,New Town,180,https://www.magicbricks.com/propertyDetails/4-BHK-4525-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423239363133333037,https://img.staticmb.com/mbphoto/property/cropped_images/2017/Sep/25/Photo_h180_w240/29613307_2_PropertyImage01506338358378_180_240.jpg,"Apr 22, '18",38:00.0
32584069,4,3866,4,Resale,Unfurnished,Rajarhat,275,https://www.magicbricks.com/propertyDetails/4-BHK-3866-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423332353834303639,https://img.staticmb.com/mbphoto/property/cropped_images/2018/Apr/24/Photo_h180_w240/32584069_3_PropertyImage01524478656655_180_240.jpg,"May 04, '18",38:00.5
23246753,4,1835,4,New,Unfurnished,New Town,88.3,https://www.magicbricks.com/propertyDetails/4-BHK-1835-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Town-in-Kolkata&id=4d423233323436373533,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-17-Emami-Swan-Court-Kolkata-5095359_459_800_310_462.jpg,"Apr 30, '18",38:01.1
28802065,4,1130,3,New,Unfurnished,Rajarhat,68,https://www.magicbricks.com/propertyDetails/4-BHK-1130-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423238383032303635,https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-16-Ascon-Era-Kolkata-5102853_467_800_310_462.jpg,"May 04, '18",38:01.3
